Unnamed: 0,Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys,Yield combined,Reagents as SMILES,Reagents Not Converted,Reactants.Reagents>>Products,Reactants,Products,Reactants + Reagents
34989966;,34989966.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=35649661&database=RX&origin=ReaxysOutput&ln=,(817 of 5000),2,81,full reaction; has preparation,(4-butylphenyl)acetylene; benzyl azide,"1-benzyl-4-(4-butylphenyl)-1H-1,2,3-triazole",180083,CCCCC1=CC=C(C=C1)C#C.N#N=NCC1=CC=CC=C1>>CCCCC1=CC=C(C=C1)C1=CN(CC2=CC=CC=C2)N=N1,Preparation,None,None,None,1,None,None,None,None,16,70,None,None,None,Huisgen Cycloaddition,None,None,None,Experimental part,supporting information,None,"1-benzyl-4-(4-butylphenyl)-1H-1,2,3-triazole",97 percent,97,None,None,sodium L-ascorbate,None,water,"Article; Hu, Hao; Ohno, Aya; Sato, Takuma; Mase, Toshiaki; Uozumi, Yasuhiro; Yamada, Yoichi M. A.; Organic Process Research and Development; vol. 23; 4; (2019); p. 493 - 498;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76461345&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,97 percent97None,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O,,CCCCC1=CC=C(C=C1)C#C.N#N=NCC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O>>CCCCC1=CC=C(C=C1)C1=CN(CC2=CC=CC=C2)N=N1,CCCCC1=CC=C(C=C1)C#C.N#N=NCC1=CC=CC=C1,CCCCC1=CC=C(C=C1)C1=CN(CC2=CC=CC=C2)N=N1,CCCCC1=CC=C(C=C1)C#C.N#N=NCC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
49856702;,49856702.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33547306&database=RX&origin=ReaxysOutput&ln=,(1036 of 5000),1,76,full reaction; has preparation,"2-(-2-butyl-1-benzofuran-5-yl)-1H-isoindole-1,3(2H)dione; 4-(3-chloropropoxy)benzoic acid chloride","3-[4-(3-chloropropoxy)benzoyl]-2-n-butylbenzofuran-5-yl-1H-isoindole-1,3(2H)dione",303519,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.ClCCCOC1=CC=C(C=C1)C(Cl)=O>>CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,Preparation,None,None,None,1,None,None,None,None,1,0 - 25,None,None,None,Friedel Crafts acylation,None,None,None,None,scheme or table,None,"3-[4-(3-chloropropoxy)benzoyl]-2-n-butylbenzofuran-5-yl-1H-isoindole-1,3(2H)dione",80 percent,80,None,None,tin(IV) chloride,None,dichloromethane,"Article; Hivarekar, Raghvendra R.; Deshmukh, Sanjay S.; Tripathy., Narendra K.; Organic Process Research and Development; vol. 16; 4; (2012); p. 677 - 681;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20164674&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,80 percent80None,[Cl]|[Sn](|[Cl])(|[Cl])|[Cl],,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.ClCCCOC1=CC=C(C=C1)C(Cl)=O.[Cl]|[Sn](|[Cl])(|[Cl])|[Cl]>>CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.ClCCCOC1=CC=C(C=C1)C(Cl)=O,CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.ClCCCOC1=CC=C(C=C1)C(Cl)=O.[Cl]|[Sn](|[Cl])(|[Cl])|[Cl]
49856707;,49856707.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=33547307&database=RX&origin=ReaxysOutput&ln=,(1501 of 5000),1,71,full reaction; has preparation,"2-(-2-butyl-1-benzofuran-5-yl)-1H-isoindole-1,3(2H)dione; 4-(3-chloropropoxy)benzoic acid","3-[4-(3-chloropropoxy)benzoyl]-2-n-butylbenzofuran-5-yl-1H-isoindole-1,3(2H)dione",303550,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.OC(=O)C1=CC=C(OCCCCl)C=C1>>CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,Preparation,None,None,None,1,None,None,None,None,1.25,35,None,None,Inert atmosphere; Large scale reaction,Friedel Crafts acylation,None,None,None,None,experimental part,None,"3-[4-(3-chloropropoxy)benzoyl]-2-n-butylbenzofuran-5-yl-1H-isoindole-1,3(2H)dione",76 percent,76,None,None,phosphorus pentoxide,None,None,"Article; Hivarekar, Raghvendra R.; Deshmukh, Sanjay S.; Tripathy., Narendra K.; Organic Process Research and Development; vol. 16; 4; (2012); p. 677 - 681;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20164674&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,76 percent76None,O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3,,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.OC(=O)C1=CC=C(OCCCCl)C=C1.O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3>>CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.OC(=O)C1=CC=C(OCCCCl)C=C1,CCCCC1=C(C(=O)C2=CC=C(OCCCCl)C=C2)C2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O,CCCCC1=CC2=CC(=CC=C2O1)N1C(=O)C2=CC=CC=C2C1=O.OC(=O)C1=CC=C(OCCCCl)C=C1.O=[P]12O[P]3(=O)O[P](=O)(O1)O[P](=O)(O2)O3
43111434;,43111434.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=28160215&database=RX&origin=ReaxysOutput&ln=,(580 of 5000),15,88,full reaction; has preparation,1-Heptyne; benzyl azide,"4-pentyl-1-(phenylmethyl)-1H-1,2,3-triazole",180093,CCCCCC#C.N#N=NCC1=CC=CC=C1>>CCCCCC1=CN(CC2=CC=CC=C2)N=N1,Preparation,None,None,None,1,None,None,None,None,16,80,None,None,None,Huisgen Cycloaddition,None,None,None,Experimental part,supporting information,None,"4-pentyl-1-(phenylmethyl)-1H-1,2,3-triazole",98 percent,98,None,None,sodium L-ascorbate,None,water,"Article; Hu, Hao; Ohno, Aya; Sato, Takuma; Mase, Toshiaki; Uozumi, Yasuhiro; Yamada, Yoichi M. A.; Organic Process Research and Development; vol. 23; 4; (2019); p. 493 - 498;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76461345&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,98 percent98None,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O,,CCCCCC#C.N#N=NCC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O>>CCCCCC1=CN(CC2=CC=CC=C2)N=N1,CCCCCC#C.N#N=NCC1=CC=CC=C1,CCCCCC1=CN(CC2=CC=CC=C2)N=N1,CCCCCC#C.N#N=NCC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
42320234;,42320234.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=45798296&database=RX&origin=ReaxysOutput&ln=,(154 of 5000),2,99,full reaction; has preparation,1-azidodecane; acetylene,"1-decyl-1H-1,2,3-triazole",179657,CCCCCCCCCCN=N#N.C#C>>CCCCCCCCCCN1C=CN=N1,Preparation,None,None,None,1,None,None,None,None,16,90,None,None,Schlenk technique,Huisgen Cycloaddition,None,None,None,Experimental part,supporting information,None,"1-decyl-1H-1,2,3-triazole",51 percent,51,None,None,sodium L-ascorbate,None,water,"Article; Hu, Hao; Ohno, Aya; Sato, Takuma; Mase, Toshiaki; Uozumi, Yasuhiro; Yamada, Yoichi M. A.; Organic Process Research and Development; vol. 23; 4; (2019); p. 493 - 498;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76461345&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,51 percent51None,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O,,CCCCCCCCCCN=N#N.C#C.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O>>CCCCCCCCCCN1C=CN=N1,CCCCCCCCCCN=N#N.C#C,CCCCCCCCCCN1C=CN=N1,CCCCCCCCCCN=N#N.C#C.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
32408451;,32408451.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=27985682&database=RX&origin=ReaxysOutput&ln=,(660 of 5000),9,85,full reaction; has preparation,1-azidodecane; phenylacetylene,"1-decyl-4-phenyl-1H-[1,2,3]triazole",180086,CCCCCCCCCCN=N#N.C#CC1=CC=CC=C1>>CCCCCCCCCCN1C=C(N=N1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,16,90,None,None,None,Huisgen Cycloaddition,None,Reagent/catalyst,None,Experimental part,supporting information,None,"1-decyl-4-phenyl-1H-[1,2,3]triazole",92 percent,92,None,None,sodium L-ascorbate,None,water,"Article; Hu, Hao; Ohno, Aya; Sato, Takuma; Mase, Toshiaki; Uozumi, Yasuhiro; Yamada, Yoichi M. A.; Organic Process Research and Development; vol. 23; 4; (2019); p. 493 - 498;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76461345&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,92 percent92None,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O,,CCCCCCCCCCN=N#N.C#CC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O>>CCCCCCCCCCN1C=C(N=N1)C1=CC=CC=C1,CCCCCCCCCCN=N#N.C#CC1=CC=CC=C1,CCCCCCCCCCN1C=C(N=N1)C1=CC=CC=C1,CCCCCCCCCCN=N#N.C#CC1=CC=CC=C1.[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
38118452;,38118452.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=8926656&database=RX&origin=ReaxysOutput&ln=,(101 of 3836),19,99,full reaction; has preparation,acrylic acid n-butyl ester; phenylboronic acid,(E)-3-(phenyl)acrylic acid butyl ester,291304,CCCCOC(=O)C=C.OB(O)C1=CC=CC=C1>>CCCCOC(=O)\C=C\C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,24,100,None,None,Inert atmosphere,Heck Reaction,None,None,None,Scheme or table,None,None,(E)-3-(phenyl)acrylic acid butyl ester,77 percent,77,None,None,[NBu4][Pd(DMSO)Cl3]; p-benzoquinone,None,"N,N-dimethyl-formamide","Article; Schroeter, Felix; Lerch, Swantje; Strassner, Thomas; Organic Process Research and Development; vol. 22; 12; (2018); p. 1614 - 1621;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=75656211&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,77 percent77None,O=C1C=CC(=O)C=C1,[NBu4][Pd(DMSO)Cl3],CCCCOC(=O)C=C.OB(O)C1=CC=CC=C1.O=C1C=CC(=O)C=C1>>CCCCOC(=O)\C=C\C1=CC=CC=C1,CCCCOC(=O)C=C.OB(O)C1=CC=CC=C1,CCCCOC(=O)\C=C\C1=CC=CC=C1,CCCCOC(=O)C=C.OB(O)C1=CC=CC=C1.O=C1C=CC(=O)C=C1
52082038;,52082038.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30500436&database=RX&origin=ReaxysOutput&ln=,(654 of 3523),1,75,full reaction; has preparation,propylamine; formaldehyd; Glyoxal,C9H17N2(1+)*NO3(1-),132230,CCCN.C=O.O=CC=O>>[O-]N(=O)=O.CCCN1C=C[N+](CCC)=C1,Preparation,None,None,None,1,None,None,3.0,None,0.5; 0.5; 6,10; 10; 20,None,None,None,Modified Radziszewski reaction,None,None,None,None,supporting information; experimental part,None,C9H17N2(1+)*NO3(1-),78 percent,78,None,propylamine; formaldehyd; propylamine; Glyoxal,nitric acid,None,methanol; water; methanol; water; methanol; water,"Article; Zimmermann, Johannes; Ondruschka, Bernd; Stark, Annegret; Organic Process Research and Development; vol. 14; 5; (2010); p. 1102 - 1109;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9013843&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,78 percent78None,O[N+]([O-])=O,,CCCN.C=O.O=CC=O.O[N+]([O-])=O>>[O-]N(=O)=O.CCCN1C=C[N+](CCC)=C1,CCCN.C=O.O=CC=O,[O-]N(=O)=O.CCCN1C=C[N+](CCC)=C1,CCCN.C=O.O=CC=O.O[N+]([O-])=O
784085;,784085.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=27866265&database=RX&origin=ReaxysOutput&ln=,(557 of 5000),3,86,full reaction; has preparation,"4-(5-(2-(diethylamino)-6-methylpyridin-4-yl)-1,2,4-oxadiazol-3-yl)-2-ethyl-6-methylphenol; (R)-oxiranemethanol","(S)-N,N-diethyl-4-(3-(3-ethyl-5-methyl-4-(oxiran-2-ylmethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-6-methylpyridin-2-amine",None,CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(O)C(CC)=C1.OC[C@@H]1CO1>>CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(OC[C@@H]2CO2)C(CC)=C1,Preparation,None,None,None,1,None,None,None,None,0.333333,0,None,None,None,Mitsunobu reaction,None,None,None,None,experimental part,None,"(S)-N,N-diethyl-4-(3-(3-ethyl-5-methyl-4-(oxiran-2-ylmethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-6-methylpyridin-2-amine",83 percent,83,None,None,triphenylphosphine; diethylazodicarboxylate,None,tetrahydrofuran; toluene,"Article; Schmidt, Gunther; Reber, Stefan; Bolli, Martin H.; Abele, Stefan; Organic Process Research and Development; vol. 16; 4; (2012); p. 595 - 604;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20150186&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,83 percent83None,c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC,,CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(O)C(CC)=C1.OC[C@@H]1CO1.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC>>CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(OC[C@@H]2CO2)C(CC)=C1,CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(O)C(CC)=C1.OC[C@@H]1CO1,CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(OC[C@@H]2CO2)C(CC)=C1,CCN(CC)C1=NC(C)=CC(=C1)C1=NC(=NO1)C1=CC(C)=C(O)C(CC)=C1.OC[C@@H]1CO1.c1ccc(cc1)P(c2ccccc2)c3ccccc3.CCOC(=O)N=NC(=O)OCC
807531;,807531.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29715697&database=RX&origin=ReaxysOutput&ln=,(368 of 3523),2,82,full reaction; has preparation,"1-ethyl-6-{3-[(2-hydroxyethyl)oxy]propyl}-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid; acrylonitrile","6-[3-({2-[(2-cyanoethyl)oxy]ethyl}oxy)propyl]-1-ethyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid",None,CCN1C=C(C(O)=O)C(=O)C2=CC(CCCOCCO)=CC=C12.C=CC#N>>CCN1C=C(C(O)=O)C(=O)C2=C1C=CC(CCCOCCOCCC#N)=C2,Preparation,None,None,None,1,None,None,2.0,None,1.66667,0 - 20; 0 - 10,None,6.3,None,Michael reaction,None,None,None,None,experimental part,None,"6-[3-({2-[(2-cyanoethyl)oxy]ethyl}oxy)propyl]-1-ethyl-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid",97 percent,97,None,"1-ethyl-6-{3-[(2-hydroxyethyl)oxy]propyl}-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid; acrylonitrile",sodium hydroxide; hydrogenchloride,None,water; ethanol; water,"Article; Stimac, Vlado; Matanovic Skugor, Maja; Palej Jakopovic, Ivana; Vinter, Adrijana; Ilijas, Marina; Alihodzc, Sulejman; Mutak, Stjepan; Organic process research and development; vol. 14; 6; (2010); p. 1393 - 1401;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9077903&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,97 percent97None,[OH-].[Na+].Cl,,CCN1C=C(C(O)=O)C(=O)C2=CC(CCCOCCO)=CC=C12.C=CC#N.[OH-].[Na+].Cl>>CCN1C=C(C(O)=O)C(=O)C2=C1C=CC(CCCOCCOCCC#N)=C2,CCN1C=C(C(O)=O)C(=O)C2=CC(CCCOCCO)=CC=C12.C=CC#N,CCN1C=C(C(O)=O)C(=O)C2=C1C=CC(CCCOCCOCCC#N)=C2,CCN1C=C(C(O)=O)C(=O)C2=CC(CCCOCCO)=CC=C12.C=CC#N.[OH-].[Na+].Cl
39862562;,39862562.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=44830629&database=RX&origin=ReaxysOutput&ln=,(793 of 3694),1,75,full reaction; has preparation,ethyl (E)-3-(2-((2-bromo-5-fluorophenoxy)methyl)phenyl)acrylate,"ethyl (E)-2-(3-fluorodibenzo[b,e]oxepin-11(6H)-ylidene)acetate",295777,CCOC(=O)\C=C\C1=C(COC2=C(Br)C=CC(F)=C2)C=CC=C1>>CCOC(=O)\C=C1/C2=C(COC3=C1C=CC(F)=C3)C=CC=C2,Preparation,None,None,None,1,None,None,None,None,5,115 - 125,None,None,Inert atmosphere; Large scale,Heck Reaction,None,None,None,Experimental part,None,None,"ethyl (E)-2-(3-fluorodibenzo[b,e]oxepin-11(6H)-ylidene)acetate",57.4 percent,57.4,None,None,tetrabutylammomium bromide; sodium acetate; palladium diacetate,None,1-methyl-pyrrolidin-2-one,"Article; Hansen, Marvin M.; Kallman, Neil J.; Koenig, Thomas M.; Linder, Ryan J.; Richey, Rachel N.; Rizzo, John R.; Ward, Jeffrey A.; Yu, Hannah; Zhang, Tony Y.; Mitchell, David; Organic Process Research and Development; vol. 21; 2; (2017); p. 208 - 217;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=70680126&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,57.4 percent57.4None,CCCC[N+](CCCC)(CCCC)CCCC.[Br-].[Na+].CC([O-])=O.[Pd++].CC([O-])=O.CC([O-])=O,,CCOC(=O)\C=C\C1=C(COC2=C(Br)C=CC(F)=C2)C=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.[Br-].[Na+].CC([O-])=O.[Pd++].CC([O-])=O.CC([O-])=O>>CCOC(=O)\C=C1/C2=C(COC3=C1C=CC(F)=C3)C=CC=C2,CCOC(=O)\C=C\C1=C(COC2=C(Br)C=CC(F)=C2)C=CC=C1,CCOC(=O)\C=C1/C2=C(COC3=C1C=CC(F)=C3)C=CC=C2,CCOC(=O)\C=C\C1=C(COC2=C(Br)C=CC(F)=C2)C=CC=C1.CCCC[N+](CCCC)(CCCC)CCCC.[Br-].[Na+].CC([O-])=O.[Pd++].CC([O-])=O.CC([O-])=O
1985983;,1985983.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=8930082&database=RX&origin=ReaxysOutput&ln=,(165 of 2710),26,92,full reaction; has preparation,2-oxo-propionic acid ethyl ester; nitromethane,2-hydroxy-2-methyl-3-nitro-propionic acid ethyl ester,223616,CCOC(=O)C(C)=O.CN(=O)=O>>CCOC(=O)C(C)(O)CN(=O)=O,Chemical behaviour,None,None,None,1,None,None,None,None,12,20,None,None,None,Henry Nitro Aldol Condensation,Catalytic behavior,Solvent; Temperature,None,Experimental part,None,enantioselective reaction,2-hydroxy-2-methyl-3-nitro-propionic acid ethyl ester,90 percent,90,90 percent ee,None,(1R)-(6-hydroxyquinolin-4-yl)(8-vinylquinuclidin-2-yl)methyl benzoate,None,tetrahydrofuran,"Article; Fahrenwaldt, Thomas; Grosseheilmann, Julia; Erben, Friedrich; Kragl, Udo; Organic Process Research and Development; vol. 17; 9; (2013); p. 1131 - 1136;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=61439489&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,90 percent9090 percent ee,Oc1ccc2nccc([C@@H](OC(=O)c3ccccc3)C4CC5CCN4CC5C=C)c2c1,,CCOC(=O)C(C)=O.CN(=O)=O.Oc1ccc2nccc([C@@H](OC(=O)c3ccccc3)C4CC5CCN4CC5C=C)c2c1>>CCOC(=O)C(C)(O)CN(=O)=O,CCOC(=O)C(C)=O.CN(=O)=O,CCOC(=O)C(C)(O)CN(=O)=O,CCOC(=O)C(C)=O.CN(=O)=O.Oc1ccc2nccc([C@@H](OC(=O)c3ccccc3)C4CC5CCN4CC5C=C)c2c1
39375778;,39375778.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=37852181&database=RX&origin=ReaxysOutput&ln=,(638 of 5000),1,78,full reaction; has preparation,C23H35NO4,"(R)-6-cyclopentyl-6-(2-(2,6-diethylpyridin-4-yl)ethyl)-dihydro-2H-pyran-2,4(3H)-dione",165154,CCOC(=O)C[C@@](CCC1=CC(CC)=NC(CC)=C1)(OC(C)=O)C1CCCC1>>CCC1=CC(CC[C@@]2(CC(O)=CC(=O)O2)C2CCCC2)=CC(CC)=N1,Preparation,None,None,None,1,None,None,None,None,2.5,-15 - 5,None,None,None,Dieckmann Condensation,None,Reagent/catalyst; Temperature; Time,None,Experimental part,None,None,"(R)-6-cyclopentyl-6-(2-(2,6-diethylpyridin-4-yl)ethyl)-dihydro-2H-pyran-2,4(3H)-dione",90 percent,90,None,None,lithium hexamethyldisilazane,None,tetrahydrofuran; toluene,"Article; Peng, Zhihui; Ragan, John A.; Colon-Cruz, Roberto; Conway, Brian G.; Cordi, Eric M.; Leeman, Kyle; Letendre, Leo J.; Ping, Li-Jen; Sieser, Janice E.; Singer, Robert A.; Sluggett, Gregory W.; Strohmeyer, Holly; Vanderplas, Brian C.; Blunt, Jon; Mawby, Nicola; Meldrum, Kevin; Taylor, Stuart; Organic Process Research and Development; vol. 18; 1; (2014); p. 36 - 44;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=63401773&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,90 percent90None,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,,CCOC(=O)C[C@@](CCC1=CC(CC)=NC(CC)=C1)(OC(C)=O)C1CCCC1.[Li+].C[Si](C)(C)[N-][Si](C)(C)C>>CCC1=CC(CC[C@@]2(CC(O)=CC(=O)O2)C2CCCC2)=CC(CC)=N1,CCOC(=O)C[C@@](CCC1=CC(CC)=NC(CC)=C1)(OC(C)=O)C1CCCC1,CCC1=CC(CC[C@@]2(CC(O)=CC(=O)O2)C2CCCC2)=CC(CC)=N1,CCOC(=O)C[C@@](CCC1=CC(CC)=NC(CC)=C1)(OC(C)=O)C1CCCC1.[Li+].C[Si](C)(C)[N-][Si](C)(C)C
43513905;,43513905.0,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=38478876&database=RX&origin=ReaxysOutput&ln=,(746 of 5000),1,77,full reaction; has preparation,glyoxylic acid ethyl ester; 2-cyano-4-methylpentanoic acid,ethyl 5-methyl-3-cyano-2-hexenoate,254609,CCOC(=O)C=O.CC(C)CC(C#N)C(O)=O>>CCOC(=O)C=C(CC(C)C)C#N,Preparation,None,None,None,1,None,None,2.0,None,2.33333; 13,5 - 20; 5 - 20,None,None,None,Knoevenagel Condensation,None,None,None,Experimental part,None,None,ethyl 5-methyl-3-cyano-2-hexenoate,85 percent,85,None,glyoxylic acid ethyl ester; 2-cyano-4-methylpentanoic acid,pyridine; acetic anhydride,None,toluene; toluene,"Article; Debarge, Sebastien; McDaid, Paul; O'Neill, Pat; Frahill, James; Wong, John W.; Carr, Donncha; Burrell, Adam; Davies, Simon; Karmilowicz, Mike; Steflik, Jeremy; Organic Process Research and Development; vol. 18; 1; (2014); p. 109 - 121;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=63401808&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,85 percent85None,c1ccncc1.CC(=O)OC(C)=O,,CCOC(=O)C=O.CC(C)CC(C#N)C(O)=O.c1ccncc1.CC(=O)OC(C)=O>>CCOC(=O)C=C(CC(C)C)C#N,CCOC(=O)C=O.CC(C)CC(C#N)C(O)=O,CCOC(=O)C=C(CC(C)C)C#N,CCOC(=O)C=O.CC(C)CC(C#N)C(O)=O.c1ccncc1.CC(=O)OC(C)=O
